0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:17:43.598] 	"GET / HTTP/1.1" 	200 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	98ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:17:44.459] 	"GET /console/img/logo_baasbox_lp.png HTTP/1.1" 	304 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	57ms
127.0.0.1 	- 	[2016-01-08 17:17:59.297] 	"POST /login HTTP/1.1" 	200 	229 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	520ms
127.0.0.1 	- 	[2016-01-08 17:17:59.409] 	"GET /document/frutta?page=0&recordsPerPage=50 HTTP/1.1" 	401 	676 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	408ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:18:01.737] 	"GET /console HTTP/1.1" 	303 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	1ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:18:01.745] 	"GET /console/ HTTP/1.1" 	200 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	35ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:18:01.801] 	"GET /console/css/bootstrap-responsive.css HTTP/1.1" 	304 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	8ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:18:01.800] 	"GET /console/css/bootstrap-classic.css HTTP/1.1" 	304 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	11ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:18:01.799] 	"GET /console/css/charisma-app.css HTTP/1.1" 	304 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	12ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:18:01.800] 	"GET /console/css/baasbox.css HTTP/1.1" 	304 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	13ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:18:01.800] 	"GET /console/css/s-btns.css HTTP/1.1" 	304 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	13ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:18:01.801] 	"GET /console/css/font-awesome.min.css HTTP/1.1" 	304 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	15ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:18:01.813] 	"GET /console/css/baasbox-jsnippet.css HTTP/1.1" 	304 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	9ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:18:01.843] 	"GET /console/css/colorbox.css HTTP/1.1" 	304 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	4ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:18:01.843] 	"GET /console/css/jquery.cleditor.css HTTP/1.1" 	304 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	4ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:18:01.843] 	"GET /console/css/uniform.default.css HTTP/1.1" 	304 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	4ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:18:01.843] 	"GET /console/css/fullcalendar.css HTTP/1.1" 	304 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	4ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:18:01.843] 	"GET /console/css/chosen.css HTTP/1.1" 	304 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	4ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:18:01.843] 	"GET /console/css/jquery-ui-1.8.21.custom.css HTTP/1.1" 	304 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	7ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:18:01.884] 	"GET /console/css/noty_theme_default.css HTTP/1.1" 	304 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	4ms
0:0:0:0:0:0:0:1 	- 	[2016-01-08 17:18:01.884] 	"GET /console/css/elfinder.theme.css HTTP/1.1" 	304 	- 	"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36" 	4ms
